filename,center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,90.01076627583133,63.37629926250475,50.143531806353565,47.2668059881965,0.9174201133803824
001_HC.png,25.278796645193523,19.246906551331442,17.3843468220868,11.411411377851092,0.18520048326185434
002_HC.png,68.1877254140086,44.12820730872181,46.946379862364964,33.76952275055901,2.9720591475467115
003_HC.png,40.57934911909678,25.77014586899383,31.01245280148629,20.71535320446251,3.1048697926864723
004_HC.png,77.81725397579532,48.77264379828436,58.174265488913875,43.44073598185032,3.0616072734103534
005_HC.png,49.42567698647207,29.466279112731435,29.249023197966864,23.654685618415268,0.0372292609845992
006_HC.png,57.61370332309322,35.955518699595714,41.175180549599865,29.072820781716487,0.18210842007821784
007_HC.png,58.97123984664688,36.72451978860443,34.75700982932896,28.950952623486934,3.103859256210842
008_HC.png,53.44189277489267,48.383977377044815,36.762263861344664,28.599814804120797,2.0761295790302916
009_HC.png,129.5864837350745,88.49143307869531,66.51136865513807,57.25250456629295,2.3556462784819523
010_HC.png,47.733919327546765,30.654467358487892,29.452566659435146,23.275060124802657,2.9729973791987465
011_HC.png,52.78833011184379,38.77901432303763,37.38893525383267,27.998320162739915,2.742105973220784
012_HC.png,130.3164100853297,84.2456359653844,65.6795308388518,55.71573153133585,3.013081415713856
013_HC.png,46.14575858526994,32.34925837495126,30.19878374433996,24.5924405720141,2.525262608834935
014_HC.png,61.10754760942458,39.565433127976135,33.564745189183114,17.08468510446923,2.5345007817612837
015_HC.png,96.01098610969852,62.19224599683538,60.854507686673806,41.88740074916373,0.22537932831177082
016_HC.png,34.06861828461222,23.456740798783542,26.051627792259648,15.74369812800219,3.035298570791733
017_HC.png,45.673855063722954,33.9676161211587,40.68397481293499,24.54376665974431,3.1188191641601986
018_HC.png,57.71844686494927,39.1652516497767,42.983775572973514,29.240081029867817,3.0022258384784752
019_HC.png,38.46099284433784,26.55062014461134,33.776942341779275,20.013770434052468,3.074550635782302
020_HC.png,21.093183292276972,16.226187876996626,15.334160297634016,11.121701144764922,2.963722254912273
021_HC.png,26.160087798742207,17.880929892969466,20.01788716472018,13.240749223256135,2.783942236575111
022_HC.png,45.09179626410047,33.16627600519125,30.69923644575283,25.506851459023547,0.3179775725718804
023_HC.png,47.39144625195639,29.229840317509815,29.253624378718367,21.195961252696538,0.2687655514205242
024_HC.png,52.63269579702787,33.48092749982732,33.949249851970194,22.95114159087542,2.998491820314075
025_HC.png,45.57910797325299,28.25609972718327,27.75500596708029,23.091804050968,2.7992769844478964
026_HC.png,39.776000276565924,28.05850112322884,35.04307612287219,21.97427378318888,3.0464650720843807
027_HC.png,65.88124451995374,44.190285116052785,53.519240830445234,32.47587690752008,3.007892645804
028_HC.png,49.44614713548531,32.19920212741345,35.52038366492717,22.405409816216864,3.042334376075613
029_HC.png,42.92321696762109,31.718810494570562,31.39781301622813,24.214754067292006,3.0329495295522286
030_HC.png,41.21189958747922,30.471195643439756,20.129883979656594,15.388280112929353,1.2381717677017439
031_HC.png,42.81086456929981,31.513836158344066,31.819634366924912,20.803101954241395,0.050686347130824094
032_HC.png,43.110292741751245,28.78332990556979,29.771840981061438,23.364585448676653,0.1250111784133005
033_HC.png,52.774419082766045,36.4640368478294,45.666913988275205,27.443661826865792,3.0747666181467075
034_HC.png,53.51698544883602,32.54157864731809,33.06312813463281,22.552867235757724,0.04658441326182955
035_HC.png,49.610858514103406,30.11409820409647,29.268269283938544,23.292905241738136,0.27315990037720944
036_HC.png,94.0146520798362,69.70560116491346,57.768961934126956,51.21883593213956,2.7712998114063416
037_HC.png,29.243941905808168,20.409055462631795,19.68191945327394,13.137637994530895,2.6843368160128396
038_HC.png,43.51539451119834,28.626474616706343,30.98942963415926,22.478313413067955,0.07465319904488318
039_HC.png,79.91582860780979,48.14260938797394,44.918058097471956,36.612340534454695,0.7055185107132846
040_HC.png,51.347585307144556,33.69522198269474,32.61240363802458,23.695516362197935,2.6912426590355243
041_HC.png,46.18288158279874,25.732629383416963,31.87020922959682,23.535115737106757,0.4682316565355515
042_HC.png,72.99875560258587,44.45479247387418,42.5235719627328,30.75578755697459,0.09790712273512807
043_HC.png,65.2535515773386,43.62956398338888,47.62438868127871,32.57710666958465,2.8344779819462915
044_HC.png,37.81215730696692,23.988686849454094,27.224562257783596,20.43287087913603,3.0996871480471238
045_HC.png,23.274651281038665,21.01422219337137,14.787231700329945,14.052959748761758,0.02403183304465703
046_HC.png,44.36530357107874,30.883637203260506,33.71450094533219,21.780574958585028,2.8092571806329687
047_HC.png,57.04971665079255,39.030475283753404,29.28069669833113,28.412206754939543,1.2550894985264722
048_HC.png,76.41163506122747,45.094177942146985,36.01756211047305,31.900900773325752,0.3469559610252506
049_HC.png,38.253541477731545,31.85367032909554,27.866007336490412,22.553745073937442,0.3083908584378677
050_HC.png,79.24945612755907,64.06464955230983,49.0141125589605,39.35291639889323,1.8509283829059335
051_HC.png,49.57737727176676,32.03137371201072,28.230869859889626,26.74445393109282,2.6205057049526297
052_HC.png,63.859441119307014,39.55938074678092,42.85002090493716,30.70622580043732,0.05129354785936216
053_HC.png,44.28468324481773,27.0186204786807,31.8577686462049,21.2248486520016,0.014807841451113085
054_HC.png,37.931083736353074,25.467123947383307,27.47733734900965,19.59063376954116,3.0889058730061563
055_HC.png,42.42374412807458,30.58779241917204,28.47205453615302,23.063380167604386,0.4367835856452963
056_HC.png,43.49913133816875,28.350882379103933,31.537593200111562,19.07122534330122,0.11894223376317344
057_HC.png,46.57833990779676,31.475848459700305,27.410818129610366,22.82955188916838,3.1109656352636095
058_HC.png,66.87438137140303,41.51289733006384,34.285177052287715,30.03838953216351,0.8395101346384413
059_HC.png,49.81168278918765,35.2212654759537,36.76710180677402,31.04963648612376,2.892233823348785
060_HC.png,56.95096449943104,40.66716665914816,40.06735339394761,28.731812513705115,0.1006738807916114
061_HC.png,102.040745436073,56.575360798032804,39.844936647073176,29.31451901710681,0.8030557203730007
062_HC.png,44.01055950274699,29.5937747344336,31.176777769058,22.47426986747029,0.12958569021772962
063_HC.png,51.342356210700956,29.217257175365294,35.30353676167253,19.71793740524898,3.01332336389889
064_HC.png,65.88778882254164,57.0723600001332,47.36298098389227,32.99101571920773,1.300113965179788
065_HC.png,82.7239133487506,56.12258569415429,52.57564739552685,40.159694282747175,2.9858141082608616
066_HC.png,40.975865570509704,31.24182051904281,31.829300288485452,19.438360657468245,0.11141147999070188
067_HC.png,59.417750908523736,32.802025751590115,29.78660240006552,25.335784016369153,0.656967219828377
068_HC.png,94.4072738363024,66.10593854828372,51.91178084204728,44.6156380276673,1.6514861713393112
069_HC.png,49.979246186457736,29.878003434796035,30.77655968988777,22.06084691460826,0.004204598729017101
070_HC.png,49.43077102726373,32.74569876062295,34.78817829911045,24.345639102622712,2.905827396500877
071_HC.png,31.014797838506666,22.5859390435331,24.882005327219975,16.858545548373108,3.1258207478240716
072_HC.png,46.75454922008547,27.29106723185843,32.73001289537864,24.965757701829236,2.769037855534483
073_HC.png,38.329222640900184,29.781946630284914,19.945890004031888,17.0045357230117,0.5624517658995194
074_HC.png,43.28625544578559,32.80448167008414,28.053429640938916,25.632955258226684,0.5857376475228452
075_HC.png,60.00371553338595,35.97316559890013,38.413817238657074,26.394345442313032,0.03165047113310121
076_HC.png,59.01686287322112,36.77308534913472,33.11325665154974,29.27766101790915,3.115588616599878
077_HC.png,52.01808195541613,28.958237708128877,23.803477363324127,21.074082788561626,0.3962630570275227
078_HC.png,25.859163441414584,18.025031537423875,18.784368013277547,14.127306426285765,0.028768664517526465
